ref_no,name,pointx_class,feature_easting,feature_northing,description,x_normed,y_normed,longitude,latitude
108409243,GMB - Trade Union,2100167,529564.3,182482.7,"A place of headquarters, administration and central offices, a type of personal, consumer and other services",0.443123763653565,0.586432690238017,-0.1357278477204972,51.52640294715904
127061660,Electricity Sub Station,6340433,525293.8,183412.8,"A place of electrical features, a type of infrastructure and facilities",0.3721338264384622,0.6010920914003467,-0.1949573352767732,51.53314743653583
107699881,Wi-Fi Hotspot (O2 Limited),6340802,526136.3,164149.7,"A place of wifi hotspots, a type of infrastructure and facilities",0.384195407241764,0.1665575330516252,-0.1916750589313797,51.360631186634905
41265377,Queensway,10540736,544295.8,167850.7,"A place of parking, a type of road and rail transport",0.6985980906510708,0.2515322132976855,0.0721969839225008,51.38998941567132
95844272,Piazza,1020013,532095.5,181770.4,"A place of cafes, snack bars and tea rooms, a type of eating and drinking",0.4888105272211232,0.5723850415198649,-0.0976957140914825,51.52021687714106
160771332,St Johns Wood Day Nursery & Preschool,5320397,526553.6,183760.3,"A place of nursery schools and pre and after school care, a type of recreational and vocational education",0.3932398727100714,0.6156382050730138,-0.177046181197673,51.53864376655064
64277536,Honours Ice Cream,2070098,547303.8,180842.4,"A place of catering services, a type of contract services",0.7537283908144835,0.5521972108620045,0.1237552670179634,51.50840196210395
91424292,Petrie Museum of Egyptian Archaeology,3170248,529719.8,182194.0,"A place of museums, a type of historical and cultural attractions",0.4477509245721166,0.5783892784719783,-0.131982991324346,51.52315096285563
125618130,D J Domestic Appliance Service & Repairs,9480721,509677.3,179820.9,"A place that sells domestic appliances, a type of retail",0.1017631375247269,0.528134948057686,-0.4224719376573947,51.507471554146704
68811928,A Radical Church,6340459,540690.8,185507.4,"A place of places of worship, a type of infrastructure and facilities",0.6373269114990969,0.6538614040851469,0.0281030061159952,51.550446452621976
22043465,Bus Stop (Barkingside Tesco),10590732,544386.4,189785.3,"A place of bus stops, a type of bus transport",0.6989593188268685,0.7476407880277781,0.0814411619538248,51.58673287323661
127712723,Grays Antiques Ltd,9470705,528488.0,181052.9,"A place of markets, a type of retail",0.4285198245463146,0.5536699482276172,-0.1484868934604039,51.51360156496392
141290404,Wenzel's the Bakers,9470661,515497.4,188258.8,"A place that sells bakeries, a type of retail",0.201978154296035,0.7180274382299963,-0.3358146139741111,51.5816388170808
43516765,Duke's Aldridge,5310379,534174.9,191300.5,"A place of broad age range and secondary state schools, a type of primary, secondary and tertiary education",0.5255543132364321,0.7872098424171018,-0.0633107327021185,51.60491590314359
146547588,Artisan & Vine,9470671,523470.5,175815.7,"A place that sells alcoholic drinks including off licences and wholesalers, a type of retail",0.3380579685215447,0.4364853689207101,-0.2260411300055941,51.468290071061496
22053113,Bus Stop (Pennine Drive Claremont Road),10590732,523841.9,186536.1,"A place of bus stops, a type of bus transport",0.3462630085146641,0.6805972516455008,-0.2153958211813205,51.56501521287341
64004058,Electricity Sub Station,6340433,539900.6,184400.8,"A place of electrical features, a type of infrastructure and facilities",0.6211576502967231,0.6288928413635282,0.0141175955351668,51.54077765289252
166916976,Wimbledon Ambulance Station,5290356,524156.4,170099.6,"A place of ambulance and medical transportation services, a type of health support services",0.3513890083426507,0.3051625109039209,-0.2169186515749319,51.416029880108354
22053708,Bus Stop (Queenswood Avenue),10590732,512974.6,176462.6,"A place of bus stops, a type of bus transport",0.1591468134514492,0.4482899253435443,-0.3755493104266627,51.47514123299577
54987139,Alfaman Services Ltd,2130212,513182.0,187596.7,"A place of vehicle repair, testing and servicing, a type of repair and servicing",0.1613829878730541,0.7012382322620113,-0.3700991677010161,51.57545669973921
161026712,Play Area,3180255,544470.2,185251.3,"A place of playgrounds, a type of recreational attractions",0.7007138556807431,0.6491259870172537,0.0811277397792028,51.54763797284818
151350077,McMahon Management,2050079,520415.3,181708.6,"A place of modelling and theatrical agencies, a type of employment and career agencies",0.2862475273071299,0.565497162148384,-0.2674436838856097,51.52011274269941
167777889,The Pemberdeen Laser Cosmetic Surgery Clinic Ltd,5280365,547463.1,178153.3,"A place of clinics and health centres, a type of health practitioners and establishments",0.7521974714027694,0.4871022193019225,0.1212742014268463,51.48261049154254
78302052,Sandwich Cafe Ltd,1020013,540570.1,171031.5,"A place of cafes, snack bars and tea rooms, a type of eating and drinking",0.6356239786703363,0.3271176264005166,0.0209372989576058,51.420884144669685
96542715,Blue Planet Montessori,5320397,528677.0,195860.2,"A place of nursery schools and pre and after school care, a type of recreational and vocational education",0.42924228089791,0.8843787880504356,-0.1425403817494769,51.64476208593007
64374967,Highland Store Ltd,9460656,524888.8,180834.0,"A place that sells clothing, a type of retail",0.3662217252945737,0.5473960870501072,-0.2007500941393243,51.51192479425619
54910320,Highfield Court,2110191,524264.2,188437.2,"A place of estate and property management, a type of property and development services",0.3546194203147843,0.7181656489673847,-0.2078043514538583,51.5798099737493
164701702,Asal Travel Ltd,9480694,531061.6,186689.5,"A place of travel agencies, a type of retail",0.4712307559989679,0.6768587644866377,-0.1107017216248443,51.56189224998634
41271080,Hilton Hotel,10540736,528637.2,180169.8,"A place of parking, a type of road and rail transport",0.4269200997677819,0.5334368025738918,-0.1501516556270972,51.50559734717588
63949410,Electricity Sub Station,6340433,510489.1,175961.6,"A place of electrical features, a type of infrastructure and facilities",0.1159198417476563,0.4423536608852284,-0.4118004990950233,51.47328189099917
104577095,Keevan Lodge,5280373,534074.9,196029.4,"A place of nursing and residential care homes, a type of health practitioners and establishments",0.5236088414896362,0.897588109345085,-0.0630777028944583,51.64872051410295
104584190,V P Mini Market,9470699,520471.2,180286.9,"A place of convenience stores and independent supermarkets, a type of retail",0.2883460909950976,0.531193710278574,-0.2662030595995492,51.506479701737774
144834442,James Brydges Brown Plaque,3200269,519174.8,191947.9,"A place of unspecified and other attractions, a type of tourist attractions",0.2655715145781371,0.7969208460309728,-0.2813014993214378,51.6121648282975
22120151,Bus Stop (Marble Arch),10590732,527977.8,180611.1,"A place of bus stops, a type of bus transport",0.4168745162122645,0.5482548062217489,-0.1583245389533069,51.51160717956565
95318741,Sainsbury's Local,9470699,523554.0,175278.4,"A place of convenience stores and independent supermarkets, a type of retail",0.3433594220349189,0.4201085294150969,-0.2218587413312225,51.461726803034345
54990350,Halfords Autocentre,2130212,543906.9,185674.3,"A place of vehicle repair, testing and servicing, a type of repair and servicing",0.6922903586479754,0.6570266565463179,0.0742127615457216,51.55089619947199
64214045,Yellow Chisel,7370481,514165.8,175661.8,"A place that produces furniture, a type of manufacturing and production",0.1790625268770962,0.4311381994086393,-0.359129679676255,51.46810519302198
151361062,Studio 104 Ltd,7420617,531215.1,179349.5,"A place that produces workwear, a type of manufacturing and production",0.4697428399415154,0.5130155996873268,-0.1146363334824961,51.496926679637575
166185004,Bridge,10540730,538569.1,190029.8,"A place of bridges, a type of road and rail transport",0.6001892147587512,0.7583804420477847,-0.0011980558174986,51.59243219479938
22058799,Bus Stop (The Wealdstone Centre),10590732,515437.8,189625.5,"A place of bus stops, a type of bus transport",0.202081362346263,0.7499065378210285,-0.3352656124944914,51.59428349671121
166804142,C B R Roofing & Building Ltd,2030060,529797.2,194108.6,"A place of roofing and chimney services, a type of construction services",0.4479917433559817,0.8509589785999933,-0.1273423323270935,51.63125685762435
164698599,Kobox City Boxing Club,6350447,533118.6,181484.7,"A place of sports clubs and associations, a type of organisations",0.5040337146297411,0.5646135197290163,-0.0850768768940162,51.51692694673379
161806218,Laboutik,9460657,529609.2,181015.9,"A place that sells footwear, a type of retail",0.4482153607981423,0.5521518958661396,-0.1320200686427887,51.51273797515449
157737762,Cash Machine (NoteMachine Ltd),2090141,545601.6,164599.4,"A place of cash machines, a type of legal and financial",0.719652532897566,0.1786883574446874,0.0884620238185732,51.360788809169954
145678094,Sikh Temple,6340459,550409.0,178932.5,"A place of places of worship, a type of infrastructure and facilities",0.8048163756773028,0.5048883551789376,0.165628912460835,51.48885909680464
149627530,Arabella Lennox-Boyd,2030052,529540.0,178337.9,"A place of gardening, landscaping and tree surgery services, a type of construction services",0.4439322267136836,0.4919282663615457,-0.136581356852076,51.4889078835646
80827961,Subway,1020018,531394.2,189723.0,"A place of fast food and takeaway outlets, a type of eating and drinking",0.477371634987529,0.750337030281746,-0.1043431279290455,51.59095223669794
165442469,A to Z Fresh,9470699,515369.0,190105.1,"A place of convenience stores and independent supermarkets, a type of retail",0.2016685301453513,0.7567037872007795,-0.3355133220146436,51.59698478084244
102669631,The Bridal Gallery,2100186,517807.0,179217.3,"A place of wedding services, a type of personal, consumer and other services",0.240939193257074,0.5092839097778432,-0.3062175068143392,51.49836836361754
103263323,F M Global,2090149,533158.8,181269.7,"A place of insurers and support activities, a type of legal and financial",0.5077216822912192,0.556701521450986,-0.0821206049018854,51.51373835204063
133156113,Consolidated Imex Ltd,2150225,512705.8,187060.7,"A place of import and export services, a type of transport, storage and delivery",0.1549840887589232,0.6887312934032694,-0.3756420361346808,51.570569719422885
164797321,Jaiveen Food & Wine Ltd,2090811,514787.7,174081.1,"A place of paypoint locations, a type of legal and financial",0.1935494968607551,0.394795572724904,-0.3475309204238581,51.45351850011895
158335373,Mikrus Bar & Restaurant,1020043,530101.7,171780.1,"A place of restaurants, a type of eating and drinking",0.4537025888019265,0.3431591349367289,-0.130816185592687,51.429769854158046
125794215,Essex Princess Pamper Parties,4210273,552223.4,188583.9,"A place of entertainment services, a type of sport and entertainment support services",0.8332587941859465,0.727529992862888,0.19366625434519,51.5767073528745
125711451,Peoples Trade,2080124,544434.2,185548.1,"A place of internet services, a type of it, advertising, marketing and media services",0.6989765201685731,0.6548084874987252,0.0797748965528819,51.549917343106976
145869917,Boy Scouts,6350452,541466.3,176854.4,"A place of youth organisations, a type of organisations",0.6515111378687534,0.4586693251464242,0.0365313452356418,51.47282808331435
160008485,Cash Machine (Paypoint Ltd),2090141,521581.2,168409.8,"A place of cash machines, a type of legal and financial",0.305822654167025,0.2657158070034326,-0.2555893982563975,51.40095582970792
141439988,Louis Vuitton,9480687,505119.7,176066.0,"A place that sells leather goods, luggage and travel accessories including handbags, a type of retail",0.0251827642556119,0.4357829864848024,-0.487809073785854,51.47167973387328
48819006,Nobilis,9480675,527715.2,173529.7,"A place that sells carpets, rugs, soft furnishings and needlecraft, a type of retail",0.4105100197815429,0.3801814865584393,-0.1663286285239638,51.44502483252992
104583187,Pink & Blue,9460797,533639.3,188003.0,"A place that sells baby and nursery equipment and children's clothes, a type of retail",0.5166422980992518,0.7127708987096555,-0.0720374067527114,51.5755158229763
26656450,Bus Stop (Westhorne Avenue Eltham Road),10590732,541569.6,174637.0,"A place of bus stops, a type of bus transport",0.6505375419282704,0.4062602666787506,0.0347923815961899,51.45205692306644
48878894,Trustford Edgware Ford Store,2130212,520953.2,189540.8,"A place of vehicle repair, testing and servicing, a type of repair and servicing",0.2971531779478799,0.7419084410508547,-0.2556335919519789,51.58995350692061
124790201,Reve Tourism Marketing,2080127,525033.1,176462.9,"A place of marketing services, a type of it, advertising, marketing and media services",0.3651844843897824,0.4511900850789047,-0.2031199337825963,51.473777478744886
103352674,Caffe Concerto,1020013,527875.2,178684.1,"A place of cafes, snack bars and tea rooms, a type of eating and drinking",0.4156360196095295,0.4979551608115916,-0.1601656166543661,51.49167229265604
22055835,Bus Stop (Surbiton Sainsbury's),10590732,517683.4,167374.0,"A place of bus stops, a type of bus transport",0.2427797368194719,0.2401808068335013,-0.3086248828708831,51.3915985160856
85638811,Shan Stores,9470699,524968.3,181761.3,"A place of convenience stores and independent supermarkets, a type of retail",0.3658880192655031,0.5696548130189983,-0.2006814240739746,51.52075810629339
78431769,Works,7410542,553626.2,191437.5,"A place that produces unspecified works or factories, a type of manufacturing and production",0.858983400705255,0.7840513872053109,0.2163204893825748,51.59871526000989
63977332,Electricity Sub Station,6340433,535420.7,184135.0,"A place of electrical features, a type of infrastructure and facilities",0.5448352971531779,0.6230925218928074,-0.0499206221625461,51.53955712446106
22052224,Bus Stop (Newlands Woods),10590732,536630.0,162620.1,"A place of bus stops, a type of bus transport",0.5663885783091082,0.1372251362282063,-0.0401333922000416,51.34655226199633
95374132,The Crown,1020034,536413.5,181247.9,"A place of pubs, bars and inns, a type of eating and drinking",0.5608497462802099,0.5564341629753826,-0.0376420084670791,51.512896177635696
108286414,Passage to India,1020043,513197.3,177610.4,"A place of restaurants, a type of eating and drinking",0.1621432871763999,0.4714730772280819,-0.3727148753374695,51.484303049439575
85562165,Verve,2080127,533870.6,179898.2,"A place of marketing services, a type of it, advertising, marketing and media services",0.5199105530231358,0.528452153028741,-0.0723880955464285,51.502366545942905
167598862,Aubin,9460656,529333.8,180934.2,"A place that sells clothing, a type of retail",0.4401135288552507,0.5538512082110773,-0.1387762905706874,51.513519826582296
161940872,Luxury Leisure,7370485,515487.6,188449.8,"A place that produces hobby, sports and pastime products, a type of manufacturing and production",0.2050915971445772,0.7172344258023586,-0.3332150136815285,51.58128720153235
160774284,Barber Streisand,2100156,531378.2,182554.7,"A place of hair and beauty services, a type of personal, consumer and other services",0.4749806484905822,0.5866819227152745,-0.1090422383610371,51.52607477841299
64014720,Electricity Sub Station,6340433,511083.5,185932.5,"A place of electrical features, a type of infrastructure and facilities",0.127530747398297,0.6616782408718606,-0.3990383410949198,51.56015430122172
54543642,Keith Whitworth Architects,2040063,532098.1,174978.0,"A place of architectural and building related consultants, a type of consultancies",0.4877268426937301,0.4126043660998515,-0.1012380616449249,51.45685726667005
111230490,The Wheatsheaf,1020034,532604.1,180151.2,"A place of pubs, bars and inns, a type of eating and drinking",0.4975144061236776,0.5347282799560444,-0.0910316736133266,51.50516262668396
127063871,Electricity Sub Station,6340433,513650.3,189737.6,"A place of electrical features, a type of infrastructure and facilities",0.1726670680313064,0.7487056904306058,-0.359958575224463,51.59415472047884
68647354,Letter Box,6340457,543802.2,188301.5,"A place of letter boxes, a type of infrastructure and facilities",0.6896877956480606,0.7180954107237938,0.0731330965270002,51.575153340788034
149615590,Nisa,9470699,527510.4,179396.8,"A place of convenience stores and independent supermarkets, a type of retail",0.4069321407069751,0.5119348370359461,-0.1672276988892477,51.49733135546043
96602945,Bus Stop (High St Southall Town Hall),10590732,513003.9,180422.0,"A place of bus stops, a type of bus transport",0.1576846994065537,0.5412536393606054,-0.3754622543604675,51.51203607825365
55042707,B E Freight Movements,2150223,510752.4,172835.1,"A place of distribution and haulage, a type of transport, storage and delivery",0.1218302227573746,0.3696729390173446,-0.4078583957391326,51.44438284760764
161945006,Complete Scaffolding,2600099,530214.5,188258.9,"A place of construction and tool hire, a type of hire services",0.454029414294315,0.719681435579069,-0.1244210862106924,51.579108270522894
49002407,Richer Sounds,9480722,526658.4,184357.9,"A place that sells electrical goods and components, a type of retail",0.3950804162724692,0.6306148112063985,-0.1752664528540466,51.54456022904672
64046017,Electricity Sub Station,6340433,513446.5,177175.0,"A place of electrical features, a type of infrastructure and facilities",0.1683495312634385,0.4635610789500515,-0.3676330470561546,51.481092191168
133159128,Pure Gym,4240293,526514.2,196099.6,"A place of gymnasiums, sports halls and leisure centres, a type of sports complex",0.3931022619764341,0.8959794269918773,-0.1727038997076655,51.64983955749612
95377642,Tasty Chicken & Pizza,1020018,544559.6,183925.7,"A place of fast food and takeaway outlets, a type of eating and drinking",0.7027676958802791,0.6192973909891131,0.0823085722586276,51.53577802259901
47985042,Cafe Brera,1020043,537457.0,180223.8,"A place of restaurants, a type of eating and drinking",0.580321665089877,0.5376737546872699,-0.0216616702791125,51.5051815653951
159764289,Pylon,6340433,539126.9,166322.2,"A place of electrical features, a type of infrastructure and facilities",0.609720478197299,0.2169840604502047,-0.0026091155177871,51.37757581591178
161956043,Totally Wicked,9470699,511962.4,189729.4,"A place of convenience stores and independent supermarkets, a type of retail",0.1438548206760127,0.750835495236261,-0.3840995469130709,51.59533504343662
22047997,Bus Stop (Gainsboro Gardens),10590732,515434.9,185428.4,"A place of bus stops, a type of bus transport",0.2014449127031908,0.6496471094697013,-0.3372518137425251,51.55452035568959
105206726,Mehul Enterprises Ltd,2110191,528837.2,194099.2,"A place of estate and property management, a type of property and development services",0.4329680915111374,0.8445469066850948,-0.140058398230583,51.62891419998009
48884448,Rima Travel,9480694,531795.1,182981.1,"A place of travel agencies, a type of retail",0.4843037756945041,0.596560591813846,-0.1010707157986306,51.52986682450514
157761036,Shell Car Wash,2100183,505522.2,176852.5,"A place of vehicle cleaning services, a type of personal, consumer and other services",0.0335942203491872,0.4617031641195863,-0.4804296203143818,51.48187168335435
48861559,Creative Neon,7370488,538605.8,188500.0,"A place that produces lampshades and lighting, a type of manufacturing and production",0.597918637653737,0.7270677799050651,-0.0036462126509061,51.58004647720831
68790328,P E E C Family Centre,6350769,533560.0,191503.8,"A place of community networks and projects, a type of organisations",0.514595338436398,0.7902142266429518,-0.0724543677618641,51.60625898932719
124786209,Charter Chambers,2090154,531008.2,181993.6,"A place of solicitors, advocates and notaries public, a type of legal and financial",0.4676356755826955,0.5753758312469553,-0.1153791642934513,51.52168936861645
164703950,Revenue Marketing,2080117,533456.4,182468.4,"A place of computer systems services, a type of it, advertising, marketing and media services",0.512169949256042,0.586342060246287,-0.0779008993638987,51.52543345075077
26367002,Post Office (Park Parade),9480763,509139.6,181204.6,"A place of post offices, a type of retail",0.094917003526275,0.5536019757338198,-0.4278565696077266,51.51765116728278
41272624,Mitcham Junction Station,10540736,528509.8,167622.0,"A place of parking, a type of road and rail transport",0.4233594220349187,0.2496969559651527,-0.1576677505874104,51.39309929741738
146510506,London Claremont Clinic,5280365,528619.1,181632.4,"A place of clinics and health centres, a type of health practitioners and establishments",0.4275393480691494,0.5668112970284691,-0.1490964730109329,51.51882694906815
22120390,Bus Stop (Clitheroe Avenue),10590732,513419.2,186995.5,"A place of bus stops, a type of bus transport",0.1671454373441128,0.6912009606779124,-0.3654099206993588,51.57140777138884
165447379,Royal Oak,1020034,537722.2,194744.9,"A place of pubs, bars and inns, a type of eating and drinking",0.5860841145609358,0.8652558597954028,-0.0111764115000625,51.63501899504962
145833884,Koranteng Media House Ltd,2080115,528926.0,180438.2,"A place of artists, illustrators and calligraphers, a type of it, advertising, marketing and media services",0.4341618646254407,0.5411630093688754,-0.1439644093208108,51.50856611598555
107648145,Ecom Recruitment Ltd,2050078,532588.1,180957.9,"A place of employment agencies, a type of employment and career agencies",0.4989335168143115,0.5489730489062096,-0.0896072527383947,51.51079317440969
161925489,Cleaning Services Bexley,2100158,548642.1,175386.0,"A place of cleaning services, a type of personal, consumer and other services",0.7733035176743785,0.4299146945202841,0.1378702658240471,51.45961075407265
22120527,Bus Stop (Rochester Way Glenesk Road),10590732,543316.5,175698.0,"A place of bus stops, a type of bus transport",0.685456265588716,0.432701566765982,0.0644608770126882,51.46203272543229
95499446,Oliver's Village Cafe,1020013,527012.2,184783.2,"A place of cafes, snack bars and tea rooms, a type of eating and drinking",0.3976606175281671,0.6405161378029024,-0.1729471110590645,51.54845391388511
54746027,Lloyds Bank,2090138,531143.8,190023.0,"A place of banks and building societies, a type of legal and financial",0.4724675324675328,0.7583532530502654,-0.1083242265089596,51.594198049864346
22052275,Bus Stop (St James's Park Station),10590732,529655.9,179153.1,"A place of bus stops, a type of bus transport",0.4456695622258536,0.5138607243602089,-0.1347722874992882,51.49758407596512
146690238,BP Service Station,10540737,527901.8,172634.0,"A place of petrol and fuel stations, a type of road and rail transport",0.4168229121871506,0.3606507233406215,-0.1613615959777748,51.43719525771243
54657401,Seven Stones Total Health,2080114,523393.1,181386.3,"A place of advertising services, a type of it, advertising, marketing and media services",0.3394856798830308,0.5572951478968178,-0.2229840458224345,51.51619259697466
109097718,Angel Springs,7420572,530667.7,184723.2,"A place that produces food and beverage industry machinery, a type of manufacturing and production",0.4627848972219833,0.6371628281088919,-0.1184307833651047,51.54626153119204
49134943,Massis,1020043,528490.0,181310.1,"A place of restaurants, a type of eating and drinking",0.4260428313408446,0.5575896953699403,-0.1504979396333384,51.51518902816014
22053892,Bus Stop (Regent Road (Kt5)),10590732,519033.2,167846.5,"A place of bus stops, a type of bus transport",0.2628881052722112,0.2518494182687406,-0.2916589362735928,51.39598368770735
151358162,The Grove,1020034,528474.9,176843.5,"A place of pubs, bars and inns, a type of eating and drinking",0.4249935494968607,0.4551324897191603,-0.1530201317832037,51.47456385685078
144834280,Ambrose Godfrey Green Plaque,3200269,530575.4,180807.1,"A place of unspecified and other attractions, a type of tourist attractions",0.4600842865743528,0.5483227787155465,-0.1221447125638527,51.51106052344834
163795720,Online Door Store,2080124,530229.5,181235.2,"A place of internet services, a type of it, advertising, marketing and media services",0.4579685215446805,0.5576123528678728,-0.1237647207661337,51.51477347013114
22044687,Bus Stop (Browells Lane),10590732,510578.0,172864.6,"A place of bus stops, a type of bus transport",0.118414036294831,0.3685808476169976,-0.4107299411897361,51.44398836138909
159840962,Electricity Sub Station,6340433,529826.5,195845.5,"A place of electrical features, a type of infrastructure and facilities",0.4521802700610647,0.8891006106195691,-0.1232013799442107,51.64632851526524
22050098,Bus Stop (Kenley Road (Kt1)),10590732,519858.5,169382.2,"A place of bus stops, a type of bus transport",0.2779048765803733,0.2895061798325611,-0.2785559536424457,51.410737915371385
63895608,Electricity Sub Station,6340433,528791.2,176372.2,"A place of electrical features, a type of infrastructure and facilities",0.4316676700782661,0.4490602802732494,-0.1475339676950306,51.47206729101253
167044388,Footbridge,10550747,512712.5,182222.6,"A place of footbridges, a type of walking transport",0.1555689343768814,0.5792955783892785,-0.3766973653247536,51.52715134457331
114134413,Little Smile,5320397,519077.3,185401.5,"A place of nursery schools and pre and after school care, a type of recreational and vocational education",0.2638685817493764,0.6494658494862412,-0.2849341708709473,51.55369583662039
64403296,Public Conveniences,6340461,535222.9,171441.7,"A place of public toilets, a type of infrastructure and facilities",0.5451105186204523,0.3385596628564307,-0.0545001822548196,51.426701738484006
104549106,Ambient,5280373,537639.8,169904.9,"A place of nursing and residential care homes, a type of health practitioners and establishments",0.5847940139330868,0.2986371514993599,-0.0220213811978938,51.41031268842959
43504190,Charlotte Sharman Primary School,5310375,531735.5,179172.4,"A place of first, primary and infant schools, a type of primary, secondary and tertiary education",0.4803990711275479,0.5105074146661984,-0.1057583126240578,51.49578812532653
85532618,C G Restaurants & Bars,2100167,530353.5,180863.5,"A place of headquarters, administration and central offices, a type of personal, consumer and other services",0.4582953470370688,0.5474844512920438,-0.1236562027077263,51.51075198015935
149632781,Timpson,2130793,532892.0,196621.0,"A place of shoe repairs, a type of repair and servicing",0.4987701040681173,0.9046345912020936,-0.0838184543404952,51.65185752023507
161951900,Orlebar Brown,2100167,525430.1,181885.5,"A place of headquarters, administration and central offices, a type of personal, consumer and other services",0.3710845445944783,0.5709349616521847,-0.1963093631409128,51.52119904862444
105352194,Wi-Fi Hotspot (O2 Limited),6340802,540766.5,178887.3,"A place of wifi hotspots, a type of infrastructure and facilities",0.636406639717898,0.4978418733219291,0.0245847342660341,51.48858265152115
43505961,St Thomas Becket Catholic Primary School,5310375,534365.2,167239.8,"A place of first, primary and infant schools, a type of primary, secondary and tertiary education",0.5277887675238668,0.2433075415481868,-0.0705668366022922,51.38916198865752
22053305,Bus Stop (Plashet School),10590732,542310.8,184440.0,"A place of bus stops, a type of bus transport",0.6614259912273157,0.6281678014296881,0.0478377174860089,51.53990541398652
54849639,G Saville & Son Ltd,2100165,518008.1,185171.3,"A place of funeral and associated services, a type of personal, consumer and other services",0.2442418508643674,0.6446624599245505,-0.3014547813981841,51.55202956753385
127719080,Spangle Buds Ltd,9460797,515187.7,185160.8,"A place that sells baby and nursery equipment and children's clothes, a type of retail",0.1944611679711017,0.6438921049948454,-0.3431882353321179,51.55232014944872
48990162,Zebra Pen UK Ltd,9480725,518837.3,165058.2,"A place that sells stationery and office supplies, a type of retail",0.2650898770104068,0.1913267097914374,-0.2907138072323018,51.37194848730548
164484767,The Great Map Cafe,1020018,538815.3,177956.6,"A place of fast food and takeaway outlets, a type of eating and drinking",0.6044895501849145,0.4805768598973615,-0.0024220990619654,51.48219321531799
152780989,Azariah London Hair & Beauty,2100156,529238.8,171172.8,"A place of hair and beauty services, a type of personal, consumer and other services",0.4405091597144577,0.3268910514211915,-0.1421047259671874,51.42349243835222
103827705,Maje,9460656,523748.6,180121.0,"A place that sells clothing, a type of retail",0.3435968005504429,0.534524362474652,-0.2198936750962977,51.50710816608772
145402766,Raihan Auto Center,2130212,545471.2,179224.7,"A place of vehicle repair, testing and servicing, a type of repair and servicing",0.7177775866517588,0.511028537118646,0.0929119640788782,51.492616631768
105226747,Acupuncture & Healthcare,5280330,537909.0,186532.6,"A place of alternative, natural and complementary, a type of health practitioners and establishments",0.5914681345144921,0.6773345719432203,-0.0099159488695503,51.56041434939307
22046161,Bus Stop (Courtenay Drive),10590732,538746.0,168978.2,"A place of bus stops, a type of bus transport",0.5990367248645394,0.2825503279672826,-0.010400684848736,51.40373108631467
131514831,Orbit Accountancy Ltd,2090135,535559.1,179695.0,"A place of accountants and auditors, a type of legal and financial",0.5497204781972994,0.5223572860848976,-0.0475383502261017,51.49953626524495
96549429,Wellington & Lords Properties Ltd,2110190,525462.8,183790.4,"A place of property sales, a type of property and development services",0.3753676786789369,0.6131911952963034,-0.1920580681156707,51.53790485019164
127702749,George Street Tram Stop (Croydon Tramlink),10570756,532498.1,165666.3,"A place of tram, metro and light railway stations and stops, a type of public transport, stations and infrastructure",0.4948481981594564,0.203883495145631,-0.0987211299790221,51.37397505072708
166652708,Lab Tonica,5280330,535843.0,185749.9,"A place of alternative, natural and complementary, a type of health practitioners and establishments",0.5503225251569622,0.6597296960496652,-0.0447010385318853,51.55401148816672
125900090,Victorian Tiler,2030054,525563.2,184947.6,"A place of painting and decorating services, a type of construction services",0.3760385310054184,0.6423060801395701,-0.1910378672375808,51.549444625737706
109097742,ASK Restaurants,1020043,540448.6,169173.7,"A place of restaurants, a type of eating and drinking",0.629689515782231,0.2897554123098186,0.0153266877307903,51.406151398268335
113979273,The Co-operative,2090811,546376.0,174620.4,"A place of paypoint locations, a type of legal and financial",0.7337920357787907,0.4069399916167258,0.1044117535787948,51.45109735683768
127055069,Mansfield Cumming Blue Plaque,3200269,530294.1,180376.4,"A place of unspecified and other attractions, a type of tourist attractions",0.4576072933688828,0.5347735949519095,-0.1244394390958154,51.50571958362009
68646926,Letter Box,6340457,542292.8,187985.7,"A place of letter boxes, a type of infrastructure and facilities",0.6666724004472349,0.7136092261331581,0.0537581639902101,51.57371357036497
84385773,Supersave Food & Wine,2090811,521467.8,183876.5,"A place of paypoint locations, a type of legal and financial",0.3048077750064505,0.6143920426867261,-0.2511560896193375,51.53927710557564
159733417,Electricity Sub Station,6340433,529799.5,184080.6,"A place of electrical features, a type of infrastructure and facilities",0.4501642728132802,0.6206749668634091,-0.1292741137426884,51.53989092127247
166912900,Footbridge,10550747,540203.3,185497.8,"A place of footbridges, a type of walking transport",0.6270405091597144,0.6527738441843867,0.019465033151455,51.55016394324178
97767892,Magnet,2140214,520512.0,182899.1,"A place of design services, a type of research and design",0.2897910036982885,0.593229939617768,-0.2640575278179234,51.53106957520695
48916217,Honeypot,9470669,518544.7,189811.9,"A place that sells grocers, farm shops and pick your own, a type of retail",0.2556807430979616,0.750291715285881,-0.2902963306904679,51.59378987858057
145870525,St Pauls Church Hall,6340456,550022.4,177129.9,"A place of halls and community centres, a type of infrastructure and facilities",0.7987787047389696,0.4657044782544665,0.1598423703095716,51.47341331038152
64376900,Battersea Fire Protection Services,7420607,529812.7,170959.0,"A place that produces special purpose machinery and equipment, a type of manufacturing and production",0.448473380923712,0.3251464240803888,-0.1354773919063693,51.42269486760732
159233625,Hampton Cellar,9470671,513714.2,169939.1,"A place that sells alcoholic drinks including off licences and wholesalers, a type of retail",0.1678334910122989,0.3019678036954379,-0.3703484620138662,51.41699665023043
